ء	ʔ
بكتيريا	b a k a t iː r iː aː
بكرج	b a k a r a d͡ʒ
بكورية	b a k uː r iː a
بكى	b a k aː
بكى	b a k aː
بكية	b a k iː a
بكين	b a k iː n
بكين	b a k iː n
بلادونا	b a l aː d uː n aː
بلاذر	b a l aː ð a r
بلاذر	b a l aː ð a r
بلاستيك	b a l aː s a t iː k
بلاستيكي	b a l aː s a t iː k iː
بلاعة	b a l aː ʕ a
بلاغ	b a l aː ɣ
بلاغة	b a l aː ɣ a
بلان	b a l aː n
بلاهة	b a l aː h a
بلة	b a l a
بلة	b a l a
بلجيكا	b a l a d͡ʒ iː k aː
بلجيكا	b a l a d͡ʒ iː k aː
بلجيكا	b a l a d͡ʒ iː k aː
بلجيكا	b a l a d͡ʒ iː k aː
بلجيكي	b a l a d͡ʒ iː k iː
بلخ	b a l a x
بلخش	b a l a x a ʃ
بلد	b a l a d
بلدة	b a l a d a
بلس	b a l a s
بلس	b a l a s
بلس	b a l a s
بلس	b a l a s
بلس	b a l a s
بلشون	b a l a ʃ uː n
بلطة	b a l a tˤ a
بلطجي	b a l a tˤ a d͡ʒ iː
بلطي	b a l a tˤ iː
بلعوم	b a l a ʕ uː m
بلغاري	b a l a ɣ aː r iː
بلغاريا	b a l a ɣ aː r iː aː
بلغاريا	b a l a ɣ aː r iː aː
بلغم	b a l a ɣ a m
بلغمي	b a l a ɣ a m iː
بلقن	b a l a q a n
بلكفة	b a l a k a f a
بلل	b a l a l
بلل	b a l a l
بلنسية	b a l a n a s iː a
بلوة	b a l uː a
بلوة	b a l uː a
بلوة	b a l uː a
بلوتو	b a l uː t uː
بلور	b a l uː r
بلور	b a l uː r
بلوط	b a l uː tˤ
بلوطة	b a l uː tˤ a
بليج	b a l iː d͡ʒ
بليج	b a l iː d͡ʒ
بليحا	b a l iː ħ aː
بليحاء	b a l iː ħ aː ʔ
بليحة	b a l iː ħ a
بليد	b a l iː d
بليز	b a l iː z
بليغ	b a l iː ɣ
بليلة	b a l iː l a
بليلج	b a l iː l a d͡ʒ
بمن	b a m a n
بمناسبة	b a m a n aː s a b a
بموجب	b a m uː d͡ʒ a b
بن	b a n
بن	b a n
بن	b a n
بن	b a n
بناء	b a n aː ʔ
بناء	b a n aː ʔ
بنان	b a n aː n
بناية	b a n aː iː a
بنايوس	b a n aː iː uː s
بنة	b a n a
بنة	b a n a
بنت	b a n a t
بنت	b a n a t
بنت	b a n a t
بنت	b a n a t
بنت	b a n a t
بنجابية	b a n a d͡ʒ aː b iː a
بنجر	b a n a d͡ʒ a r
بنجلاديش	b a n a d͡ʒ a l aː d iː ʃ
بنجنكشت	b a n a d͡ʒ a n a k a ʃ a t
بنجنكشت	b a n a d͡ʒ a n a k a ʃ a t
بند	b a n a d
بندر	b a n a d a r
بندق	b a n a d a q
بندق	b a n a d a q
بندقاني	b a n a d a q aː n iː
بندقية	b a n a d a q iː a
بندورة	b a n a d uː r a
بنزين	b a n a z iː n
بنزين	b a n a z iː n
بنسلفينيا	b a n a s a l a f iː n iː aː
بنش	b a n a ʃ
بنش	b a n a ʃ
بنطال	b a n a tˤ aː l
بنغلاديش	b a n a ɣ a l aː d iː ʃ
بنغلاديش	b a n a ɣ a l aː d iː ʃ
بنفسج	b a n a f a s a d͡ʒ
بنفسجي	b a n a f a s a d͡ʒ iː
بنك	b a n a k
بنكرياس	b a n a k a r iː aː s
بنكنوت	b a n a k a n uː t
بنكنوت	b a n a k a n uː t
بنما	b a n a m aː
بنو	b a n uː
بنى	b a n aː
بني	b a n iː
بنين	b a n iː n
بنين	b a n iː n
بهاء	b a h aː ʔ
بهائي	b a h aː ʔi iː
بهار	b a h aː r
بهار	b a h aː r
بهجة	b a h a d͡ʒ a
بهر	b a h a r
بهرج	b a h a r a d͡ʒ
بهشية	b a h a ʃ iː a
بهلوان	b a h a l uː aː n
بهلول	b a h a l uː l
بهمن	b a h a m a n
بهو	b a h uː
بهيج	b a h iː d͡ʒ
بهيجة	b a h iː d͡ʒ a
بهيم	b a h iː m
بهيمة	b a h iː m a
بواب	b uː aː b
بوابة	b uː aː b a
بوابة	b uː aː b a
بواسير	b uː aː s iː r
بواكير	b uː aː k iː r
بواليع	b uː aː l iː ʕ
بوان	b uː aː n
بوب	b uː b
بوب	b uː b
بوتاسيوم	b uː t aː s iː uː m
بوتان	b uː t aː n
بوتين	b uː t iː n
بوتيني	b uː t iː n iː
بوتينية	b uː t iː n iː a
بوجة	b uː d͡ʒ a
بوخارست	b uː x aː r a s a t
بودابست	b uː d aː b a s a t
بوذا	b uː ð aː
بوذي	b uː ð iː
بوذية	b uː ð iː a
بورانية	b uː r aː n iː a
بورتسودان	b uː r a t a s uː d aː n
بورتوريكو	b uː r a t uː r iː k uː
بورتوريكو	b uː r a t uː r iː k uː
بورسودان	b uː r a s uː d aː n
بورصة	b uː r a sˤ a
بورصة	b uː r a sˤ a
بورفؤاد	b uː r a f a ʔu aː d
بورما	b uː r a m aː
بورندي	b uː r a n a d iː
بوروندي	b uː r uː n a d iː
بوري	b uː r iː
بوري	b uː r iː
بوزون	b uː z uː n
بوزيدان	b uː z iː d aː n
بوزيدان	b uː z iː d aː n
بوزيدان	b uː z iː d aː n
بوسان	b uː s aː n
بوسة	b uː s a
بوسة	b uː s a
بوسة	b uː s a
بوسكورة	b uː s a k uː r a
بوصة	b uː sˤ a
بوصلة	b uː sˤ a l a
بوصلة	b uː sˤ a l a
بوصلة	b uː sˤ a l a
بوصلة	b uː sˤ a l a
بوصلة	b uː sˤ a l a
بوصلة	b uː sˤ a l a
بوصير	b uː sˤ iː r
بوط	b uː tˤ
بوغاز	b uː ɣ aː z
بوق	b uː q
بوقية	b uː q iː a
بوكيمون	b uː k iː m uː n
بولاد	b uː l aː d
بولس	b uː l a s
بولندا	b uː l a n a d aː
بولندا	b uː l a n a d aː
بولندا	b uː l a n a d aː
بوليس	b uː l iː s
بوليفيا	b uː l iː f iː aː
بومة	b uː m a
بومة	b uː m a
بوملي	b uː m a l iː
بويب	b uː iː b
بويت	b uː iː t
بيئة	b iː ʔi a
بياض	b iː aː dˤ
بياض	b iː aː dˤ
بيان	b iː aː n
بيانات	b iː aː n aː t
بيبرلماني	b iː b a r a l a m aː n iː
بيت	b iː t
بيت	b iː t
بيت	b iː t
بيتزا	b iː t a z aː
بيتزا	b iː t a z aː
بيتزا	b iː t a z aː
بيتزا	b iː t a z aː
بيجادق	b iː d͡ʒ aː d a q
بيجادي	b iː d͡ʒ aː d iː
بيجاذق	b iː d͡ʒ aː ð a q
بيجاذي	b iː d͡ʒ aː ð iː
بيد	b iː d
بيداء	b iː d aː ʔ
بيدر	b iː d a r
بيدق	b iː d a q
بيرق	b iː r a q
بيرم	b iː r a m
بيرو	b iː r uː
بيروت	b iː r uː t
بيروقراطي	b iː r uː q a r aː tˤ iː
بيسوس	b iː s uː s
بيش	b iː ʃ
بيشاور	b iː ʃ aː uː r
بيشوي	b iː ʃ uː iː
بيض	b iː dˤ
بيض	b iː dˤ
بيض	b iː dˤ
بيضة	b iː dˤ a
بيطرة	b iː tˤ a r a
بيع	b iː ʕ
بيعة	b iː ʕ a
بيعة	b iː ʕ a
بيفام	b iː f aː m
بيقية	b iː q iː a
بيكار	b iː k aː r
بيلادونا	b iː l aː d uː n aː
بيلاروس	b iː l aː r uː s
بيلاروسي	b iː l aː r uː s iː
بيلاروسيا	b iː l aː r uː s iː aː
بيلاروسيا	b iː l aː r uː s iː aː
بيلقان	b iː l a q aː n
بين	b iː n
بينما	b iː n a m aː
بينيت	b iː n iː t
بينيت	b iː n iː t
بينيث	b iː n iː θ
بينيث	b iː n iː θ
بيوت	b iː uː t
بيوزاري	b iː uː z aː r iː
ة	a
ة	a
ت	t
ت	t
تأبض	t a ʔa a b a dˤ
تأبط	t a ʔa a b a tˤ
تأبق	t a ʔa a b a q
تأتى	t a ʔa a t aː
تأثرات	t a ʔa a θ a r aː t
تأثير	t a ʔa a θ iː r
تأجير	t a ʔa a d͡ʒ iː r
تأخير	t a ʔa a x iː r
تأذين	t a ʔa a ð iː n
تأرجح	t a ʔa a r a d͡ʒ a ħ
تأسف	t a ʔa a s a f
تأسف	t a ʔa a s a f
تأسيس	t a ʔa a s iː s
تأقلم	t a ʔa a q a l a m
تأكيد	t a ʔa a k iː d
تأكيدا	t a ʔa a k iː d aː
تألب	t a ʔa a l a b
تألف	t a ʔa a l a f
تألق	t a ʔa a l a q
تألق	t a ʔa a l a q
تأمرك	t a ʔa a m a r a k
تأمور	t a ʔa a m uː r
تأموري	t a ʔa a m uː r iː
تأمى	t a ʔa a m aː
تأمير	t a ʔa a m iː r
تأميم	t a ʔa a m iː m
تأمينات	t a ʔa a m iː n aː t
تأنجل	t a ʔa a n a d͡ʒ a l
تأنق	t a ʔa a n a q
تأنى	t a ʔa a n aː
تأهل	t a ʔa a h a l
تأوه	t a ʔa uː h
تأوه	t a ʔa uː h
تأييد	t a ʔa iː iː d
تاء	t aː ʔ
تاب	t aː b
تابل	t aː b a l
تابل	t aː b a l
تابوت	t aː b uː t
تاج	t aː d͡ʒ
تاجر	t aː d͡ʒ a r
تاجورة	t aː d͡ʒ uː r a
تاجي	t aː d͡ʒ iː
تارة	t aː r a
تارة	t aː r a
تاريخ	t aː r iː x
تاريخا	t aː r iː x aː
تاريخي	t aː r iː x iː
تاريخية	t aː r iː x iː a
تازة	t aː z a
تاسع	t aː s a ʕ
تافه	t aː f a h
تاق	t aː q
تاك	t aː k
تاكسي	t aː k a s iː
تال	t aː l
تالله	t aː l a l a h
تالي	t aː l iː
تامول	t aː m uː l
تانبول	t aː n a b uː l
تاوريرت	t aː uː r iː r a t
تايلاند	t aː iː l aː n a d
تايلند	t aː iː l a n a d
تايلندي	t aː iː l a n a d iː
تايوان	t aː iː uː aː n
تب	t a b
تبادر	t a b aː d a r
تبارى	t a b aː r aː
تباطأ	t a b aː tˤ a ʔa
تباعد	t a b aː ʕ a d
تباعد	t a b aː ʕ a d
تباكى	t a b aː k aː
تباهى	t a b aː h aː
تباين	t a b aː iː n
تباين	t a b aː iː n
تبجيل	t a b a d͡ʒ iː l
تبحر	t a b a ħ a r
تبدع	t a b a d a ʕ
تبديد	t a b a d iː d
تبرع	t a b a r a ʕ
تبرع	t a b a r a ʕ
تبرم	t a b a r a m
تبرى	t a b a r aː
تبرير	t a b a r iː r
تبريز	t a b a r iː z
تبشير	t a b a ʃ iː r
تبصير	t a b a sˤ iː r
تبع	t a b a ʕ
تبعية	t a b a ʕ iː a
تبغ	t a b a ɣ
تبغ	t a b a ɣ
تبلدي	t a b a l a d iː
تبليد	t a b a l iː d
تبليسي	t a b a l iː s iː
تبييض	t a b iː iː dˤ
تتبير	t a t a b iː r
تتر	t a t a r
تتر	t a t a r
تترى	t a t a r aː
تتلى	t a t a l aː
تتويج	t a t uː iː d͡ʒ
تثبيت	t a θ a b iː t
تثبيط	t a θ a b iː tˤ
تثليث	t a θ a l iː θ
تثمير	t a θ a m iː r
تثنية	t a θ a n iː a
تجادل	t a d͡ʒ aː d a l
تجار	t a d͡ʒ aː r
تجار	t a d͡ʒ aː r
تجار	t a d͡ʒ aː r
تجارة	t a d͡ʒ aː r a
تجاري	t a d͡ʒ aː r iː
تجافى	t a d͡ʒ aː f aː
تجاوزات	t a d͡ʒ aː uː z aː t
تجدد	t a d͡ʒ a d a d
تجدد	t a d͡ʒ a d a d
تجذير	t a d͡ʒ a ð iː r
تجربة	t a d͡ʒ a r a b a
تجرد	t a d͡ʒ a r a d
تجرد	t a d͡ʒ a r a d
تجرع	t a d͡ʒ a r a ʕ
تجريبي	t a d͡ʒ a r iː b iː
تجريف	t a d͡ʒ a r iː f
تجريم	t a d͡ʒ a r iː m
تجفاف	t a d͡ʒ a f aː f
تجن	t a d͡ʒ a n
تجنب	t a d͡ʒ a n a b
تجنب	t a d͡ʒ a n a b
تجنى	t a d͡ʒ a n aː
تجنيس	t a d͡ʒ a n iː s
تجهيز	t a d͡ʒ a h iː z
تجهيزات	t a d͡ʒ a h iː z aː t
تجوال	t a d͡ʒ uː aː l
تجوف	t a d͡ʒ uː f
تجوف	t a d͡ʒ uː f
تجويد	t a d͡ʒ uː iː d
تحاشى	t a ħ aː ʃ aː
تحالف	t a ħ aː l a f
تحت	t a ħ a t
تحت	t a ħ a t
تحتاني	t a ħ a t aː n iː
تحتاني	t a ħ a t aː n iː
تحدى	t a ħ a d aː
تحذلق	t a ħ a ð a l a q
تحذير	t a ħ a ð iː r
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرش	t a ħ a r a ʃ
تحرك	t a ħ a r a k
تحرير	t a ħ a r iː r
تحريري	t a ħ a r iː r iː
تحريض	t a ħ a r iː dˤ
تحريضي	t a ħ a r iː dˤ iː
تحريك	t a ħ a r iː k
تحسس	t a ħ a s a s
تحشرج	t a ħ a ʃ a r a d͡ʒ
تحصن	t a ħ a sˤ a n
تحصن	t a ħ a sˤ a n
تحصيل	t a ħ a sˤ iː l
تحفة	t a ħ a f a
تحقق	t a ħ a q a q
تحقير	t a ħ a q iː r
تحقيق	t a ħ a q iː q
تحكم	t a ħ a k a m
تحكم	t a ħ a k a m
تحكيم	t a ħ a k iː m
تحليلي	t a ħ a l iː l iː
تحمس	t a ħ a m a s
تحمس	t a ħ a m a s
تحمم	t a ħ a m a m
تحوز	t a ħ uː z
تحوط	t a ħ uː tˤ
تحوط	t a ħ uː tˤ
تحول	t a ħ uː l
تحولة	t a ħ uː l a
تحويط	t a ħ uː iː tˤ
تحير	t a ħ iː r
تحيز	t a ħ iː z
تحين	t a ħ iː n
تحين	t a ħ iː n
تخاصم	t a x aː sˤ a m
تخاصم	t a x aː sˤ a m
تخت	t a x a t
تختج	t a x a t a d͡ʒ
تخدر	t a x a d a r
تخدير	t a x a d iː r
تخرج	t a x a r a d͡ʒ
تخريب	t a x a r iː b
تخريبي	t a x a r iː b iː
تخريف	t a x a r iː f
تخسيس	t a x a s iː s
تخصيب	t a x a sˤ iː b
تخصيص	t a x a sˤ iː sˤ
تخصيصات	t a x a sˤ iː sˤ aː t
تخضخض	t a x a dˤ a x a dˤ
تخطى	t a x a tˤ aː
تخفيض	t a x a f iː dˤ
تخفيف	t a x a f iː f
تخلص	t a x a l a sˤ
تخلص	t a x a l a sˤ
تخم	t a x a m
تخم	t a x a m
تخمين	t a x a m iː n
تخمينا	t a x a m iː n aː
تخميني	t a x a m iː n iː
تداع	t a d aː ʕ
تداعى	t a d aː ʕ aː
تدافق	t a d aː f a q
تدافق	t a d aː f a q
تداو	t a d aː uː
تدثر	t a d a θ a r
تدخين	t a d a x iː n
تدرب	t a d a r a b
تدربس	t a d a r a b a s
تدرج	t a d a r a d͡ʒ
تدرج	t a d a r a d͡ʒ
تدرج	t a d a r a d͡ʒ
تدريب	t a d a r iː b
تدريج	t a d a r iː d͡ʒ
تدريجي	t a d a r iː d͡ʒ iː
تدريس	t a d a r iː s
تدفق	t a d a f a q
تدفق	t a d a f a q
تدفيق	t a d a f iː q
تدقيق	t a d a q iː q
تدقيقات	t a d a q iː q aː t
تدلدل	t a d a l a d a l
تدلى	t a d a l aː
تدليس	t a d a l iː s
تدليك	t a d a l iː k
تدليل	t a d a l iː l
تدمير	t a d a m iː r
تدنيس	t a d a n iː s
تدهور	t a d a h uː r
تدهور	t a d a h uː r
تدهيش	t a d a h iː ʃ
تدوير	t a d uː iː r
تذاكى	t a ð aː k aː
تذام	t a ð aː m
تذبذب	t a ð a b a ð a b
تذبذب	t a ð a b a ð a b
تذكار	t a ð a k aː r
تذكار	t a ð a k aː r
تذكر	t a ð a k a r
تذكر	t a ð a k a r
تذكرة	t a ð a k a r a
تذليل	t a ð a l iː l
تذمر	t a ð a m a r
تذمر	t a ð a m a r
تذوق	t a ð uː q
ترأى	t a r a ʔa aː
تراءى	t a r aː ʔ aː
تراب	t a r aː b
تراب	t a r aː b
ترابط	t a r aː b a tˤ
تراجم	t a r aː d͡ʒ a m
تراجم	t a r aː d͡ʒ a m
تراجمة	t a r aː d͡ʒ a m a
تراجيديا	t a r aː d͡ʒ iː d iː aː
تراجيم	t a r aː d͡ʒ iː m
تراخوما	t a r aː x uː m aː
تراخوما	t a r aː x uː m aː
تراض	t a r aː dˤ
تراضى	t a r aː dˤ aː
تراكم	t a r aː k a m
تراكم	t a r aː k a m
ترامب	t a r aː m a b
ترامب	t a r aː m a b
ترامب	t a r aː m a b
ترامب	t a r aː m a b
ترانزستور	t a r aː n a z a s a t uː r
تراوح	t a r aː uː ħ
تراوح	t a r aː uː ħ
تراويح	t a r aː uː iː ħ
تربة	t a r a b a
تربية	t a r a b iː a
ترتيب	t a r a t iː b
ترجم	t a r a d͡ʒ a m
ترجمان	t a r a d͡ʒ a m aː n
ترجمان	t a r a d͡ʒ a m aː n
ترجمان	t a r a d͡ʒ a m aː n
ترجمة	t a r a d͡ʒ a m a
ترجى	t a r a d͡ʒ aː
ترجيح	t a r a d͡ʒ iː ħ
ترخيص	t a r a x iː sˤ
ترسانة	t a r a s aː n a
ترسانة	t a r a s aː n a
ترسة	t a r a s a
ترسيم	t a r a s iː m
ترشح	t a r a ʃ a ħ
ترصد	t a r a sˤ a d
ترعة	t a r a ʕ a
ترعرع	t a r a ʕ a r a ʕ
ترفع	t a r a f a ʕ
ترفع	t a r a f a ʕ
ترفيع	t a r a f iː ʕ
ترفيه	t a r a f iː h
ترفيهي	t a r a f iː h iː
ترق	t a r a q
ترقرق	t a r a q a r a q
ترقوة	t a r a q uː a
ترقية	t a r a q iː a
ترك	t a r a k
ترك	t a r a k
ترك	t a r a k
ترك	t a r a k
تركاش	t a r a k aː ʃ
تركستان	t a r a k a s a t aː n
تركمان	t a r a k a m aː n
تركمانستان	t a r a k a m aː n a s a t aː n
تركماني	t a r a k a m aː n iː
تركمانية	t a r a k a m aː n iː a
تركيا	t a r a k iː aː
تركيا	t a r a k iː aː
تركيب	t a r a k iː b
تركيز	t a r a k iː z
ترمس	t a r a m a s
ترمس	t a r a m a s
ترميم	t a r a m iː m
ترنج	t a r a n a d͡ʒ
ترنج	t a r a n a d͡ʒ
ترنجان	t a r a n a d͡ʒ aː n
ترنح	t a r a n a ħ
ترنيم	t a r a n iː m
ترويحة	t a r uː iː ħ a
ترياق	t a r iː aː q
تريبة	t a r iː b a
تريث	t a r iː θ
تزامن	t a z aː m a n
تزامن	t a z aː m a n
تزحزح	t a z a ħ a z a ħ
تزحلق	t a z a ħ a l a q
تزحلق	t a z a ħ a l a q
تزريق	t a z a r iː q
تزعزع	t a z a ʕ a z a ʕ
تزكية	t a z a k iː a
تزلج	t a z a l a d͡ʒ
تزلج	t a z a l a d͡ʒ
تزوج	t a z uː d͡ʒ
تزويد	t a z uː iː d
تزيا	t a z iː aː
تساءل	t a s aː ʔ a l
تسابى	t a s aː b aː
تساقط	t a s aː q a tˤ
تساقط	t a s aː q a tˤ
تسامح	t a s aː m a ħ
تسامح	t a s aː m a ħ
تسامر	t a s aː m a r
تساهل	t a s aː h a l
تساهل	t a s aː h a l
تساوم	t a s aː uː m
تساوى	t a s aː uː aː
تساوى	t a s aː uː aː
تسبسب	t a s a b a s a b
تسبيح	t a s a b iː ħ
تسبيحة	t a s a b iː ħ a
تستر	t a s a t a r
تستر	t a s a t a r
تسجيل	t a s a d͡ʒ iː l
تسحر	t a s a ħ a r
تسريب	t a s a r iː b
تسع	t a s a ʕ
تسع	t a s a ʕ
تسع	t a s a ʕ
تسعة	t a s a ʕ a
تسعمائة	t a s a ʕ a m aː ʔi a
تسعون	t a s a ʕ uː n
تسعون	t a s a ʕ uː n
تسكع	t a s a k a ʕ
تسكين	t a s a k iː n
تسلط	t a s a l a tˤ
تسلق	t a s a l a q
تسلق	t a s a l a q
تسلل	t a s a l a l
تسلم	t a s a l a m
تسلم	t a s a l a m
تسلية	t a s a l iː a
تسليط	t a s a l iː tˤ
تسليمة	t a s a l iː m a
تسهيل	t a s a h iː l
تسونامي	t a s uː n aː m iː
تسوية	t a s uː iː a
تسويق	t a s uː iː q
تسيس	t a s iː s
تسييس	t a s iː iː s
تشاءم	t a ʃ aː ʔ a m
تشاءى	t a ʃ aː ʔ aː
تشاعر	t a ʃ aː ʕ a r
تشالة	t a ʃ aː l a
تشالة	t a ʃ aː l a
تشامخ	t a ʃ aː m a x
تشامخ	t a ʃ aː m a x
تشبث	t a ʃ a b a θ
تشبث	t a ʃ a b a θ
تشبيه	t a ʃ a b iː h
تشجير	t a ʃ a d͡ʒ iː r
تشخيص	t a ʃ a x iː sˤ
تشخيصي	t a ʃ a x iː sˤ iː
تشديد	t a ʃ a d iː d
تشرذم	t a ʃ a r a ð a m
تشرفنا	t a ʃ a r a f a n aː
تشريف	t a ʃ a r iː f
تشرين	t a ʃ a r iː n
تشعب	t a ʃ a ʕ a b
تشعب	t a ʃ a ʕ a b
تشغيل	t a ʃ a ɣ iː l
تشكيك	t a ʃ a k iː k
تشكيل	t a ʃ a k iː l
تشكيلات	t a ʃ a k iː l aː t
تشنج	t a ʃ a n a d͡ʒ
تشنج	t a ʃ a n a d͡ʒ
تشهل	t a ʃ a h a l
تشهير	t a ʃ a h iː r
تشويش	t a ʃ uː iː ʃ
تشويق	t a ʃ uː iː q
تشويقة	t a ʃ uː iː q a
تشويه	t a ʃ uː iː h
تشيستوخوفا	t a ʃ iː s a t uː x uː f aː
تشيكوسلوفاكيا	t a ʃ iː k uː s a l uː f aː k iː aː
تشيكي	t a ʃ iː k iː
تشيكيا	t a ʃ iː k iː aː
تشيلي	t a ʃ iː l iː
تشيلي	t a ʃ iː l iː
تصاءى	t a sˤ aː ʔ aː
تصادف	t a sˤ aː d a f
تصادف	t a sˤ aː d a f
تصادم	t a sˤ aː d a m
تصادم	t a sˤ aː d a m
تصاعد	t a sˤ aː ʕ a d
تصاعدي	t a sˤ aː ʕ a d iː
تصالح	t a sˤ aː l a ħ
تصبصب	t a sˤ a b a sˤ a b
تصبيرة	t a sˤ a b iː r a
تصتم	t a sˤ a t a m
تصحيح	t a sˤ a ħ iː ħ
تصدى	t a sˤ a d aː
تصدير	t a sˤ a d iː r
تصديق	t a sˤ a d iː q
تصرف	t a sˤ a r a f
تصرف	t a sˤ a r a f
تصريف	t a sˤ a r iː f
تصعيد	t a sˤ a ʕ iː d
تصغير	t a sˤ a ɣ iː r
تصفح	t a sˤ a f a ħ
تصفح	t a sˤ a f a ħ
تصفية	t a sˤ a f iː a
تصلب	t a sˤ a l a b
تصلب	t a sˤ a l a b
تصميم	t a sˤ a m iː m
تصنيع	t a sˤ a n iː ʕ
تصنيف	t a sˤ a n iː f
تصهين	t a sˤ a h iː n
تصهين	t a sˤ a h iː n
تصويت	t a sˤ uː iː t
تصوير	t a sˤ uː iː r
تضاد	t a dˤ aː d
تضام	t a dˤ aː m
تضامني	t a dˤ aː m a n iː
تضرر	t a dˤ a r a r
تضرر	t a dˤ a r a r
تضعيف	t a dˤ a ʕ iː f
تضمن	t a dˤ a m a n
تضمن	t a dˤ a m a n
تضيق	t a dˤ iː q
تضيق	t a dˤ iː q
تضييع	t a dˤ iː iː ʕ
تضييق	t a dˤ iː iː q
تطاير	t a tˤ aː iː r
تطبب	t a tˤ a b a b
تطبيع	t a tˤ a b iː ʕ
تطبيق	t a tˤ a b iː q
تطرق	t a tˤ a r a q
تطريز	t a tˤ a r iː z
تطفل	t a tˤ a f a l
