ء	ʔ
تصريف	t sˤ r i f
تصعيد	t sˤ ʕ i d
تصغير	t sˤ ɣ i r
تصفح	t sˤ f ħ
تصفح	t sˤ f ħ
تصفية	t sˤ f i a
تصلب	t sˤ l b
تصلب	t sˤ l b
تصميم	t sˤ m i m
تصنيع	t sˤ n i ʕ
تصنيف	t sˤ n i f
تصهين	t sˤ h i n
تصهين	t sˤ h i n
تصويت	t sˤ u j t
تصوير	t sˤ u j r
تضاد	t dˤ aː d
تضام	t dˤ aː m
تضامني	t dˤ aː m n iː
تضرر	t dˤ r r
تضرر	t dˤ r r
تضعيف	t dˤ ʕ i f
تضمن	t dˤ m n
تضمن	t dˤ m n
تضيق	t dˤ i q
تضيق	t dˤ i q
تضييع	t dˤ i j ʕ
تضييق	t dˤ i j q
تطاير	t tˤ aː j r
تطبب	t tˤ b b
تطبيع	t tˤ b i ʕ
تطبيق	t tˤ b i q
تطرق	t tˤ r q
تطريز	t tˤ r i z
تطفل	t tˤ f l
تطلاب	t tˤ l aː b
تطهير	t tˤ h i r
تطوان	t tˤ u aː n
تطوان	t tˤ u aː n
تظاهر	t ðˤ aː h r
تظاهر	t ðˤ aː h r
تظمئة	t ðˤ m ʔ i a
تعادل	t ʕ aː d l
تعادى	t ʕ aː d aː
تعارض	t ʕ aː r dˤ
تعاطى	t ʕ aː tˤ aː
تعاظم	t ʕ aː ðˤ m
تعاظم	t ʕ aː ðˤ m
تعافى	t ʕ aː f aː
تعاقب	t ʕ aː q b
تعاقب	t ʕ aː q b
تعاقل	t ʕ aː q l
تعالق	t ʕ aː l q
تعالم	t ʕ aː l m
تعالى	t ʕ aː l aː
تعامى	t ʕ aː m aː
تعانق	t ʕ aː n q
تعانق	t ʕ aː n q
تعايا	t ʕ aː j aː
تعاير	t ʕ aː j r
تعبان	t ʕ b aː n
تعبير	t ʕ b i r
تعثر	t ʕ θ r
تعدى	t ʕ d aː
تعذب	t ʕ ð b
تعرض	t ʕ r dˤ
تعرى	t ʕ r aː
تعرية	t ʕ r i a
تعريجة	t ʕ r i dʒ a
تعريف	t ʕ r i f
تعزب	t ʕ z b
تعزل	t ʕ z l
تعزم	t ʕ z m
تعزية	t ʕ z i a
تعس	t ʕ s
تعسفي	t ʕ s f iː
تعشق	t ʕ ʃ q
تعشن	t ʕ ʃ n
تعشيقة	t ʕ ʃ i q a
تعصب	t ʕ sˤ b
تعصب	t ʕ sˤ b
تعصر	t ʕ sˤ r
تعطش	t ʕ tˤ ʃ
تعطى	t ʕ tˤ aː
تعطى	t ʕ tˤ aː
تعظيم	t ʕ ðˤ i m
تعفج	t ʕ f dʒ
تعفن	t ʕ f n
تعفن	t ʕ f n
تعقب	t ʕ q b
تعقب	t ʕ q b
تعقيب	t ʕ q i b
تعقيبات	t ʕ q i b aː t
تعقيد	t ʕ q i d
تعقيد	t ʕ q i d
تعلة	t ʕ l a
تعلم	t ʕ l m
تعلم	t ʕ l m
تعلية	t ʕ l i a
تعليق	t ʕ l i q
تعليم	t ʕ l i m
تعميد	t ʕ m i d
تعميم	t ʕ m i m
تعهد	t ʕ h d
تعويذ	t ʕ u j ð
تعويذة	t ʕ u j ð a
تعويض	t ʕ u j dˤ
تعيا	t ʕ i aː
تعيس	t ʕ i s
تعين	t ʕ i n
تعيين	t ʕ i j n
تغابن	t ɣ aː b n
تغابن	t ɣ aː b n
تغابى	t ɣ aː b aː
تغافل	t ɣ aː f l
تغافل	t ɣ aː f l
تغايا	t ɣ aː j aː
تغذية	t ɣ ð i a
تغريد	t ɣ r i d
تغريدة	t ɣ r i d a
تغريم	t ɣ r i m
تغلب	t ɣ l b
تغلغل	t ɣ l ɣ l
تغمى	t ɣ m aː
تغوط	t ɣ u tˤ
تغوط	t ɣ u tˤ
تغيير	t ɣ i j r
تغييرة	t ɣ i j r a
تفاجأ	t f aː dʒ ʔ a
تفاح	t f aː ħ
تفاحة	t f aː ħ a
تفاخر	t f aː x r
تفاخر	t f aː x r
تفادى	t f aː d aː
تفارغي	t f aː r ɣ iː
تفاسير	t f aː s i r
تفاف	t f aː f
تفاوض	t f aː w dˤ
تفاوض	t f aː w dˤ
تفحص	t f ħ sˤ
تفرج	t f r dʒ
تفرج	t f r dʒ
تفرس	t f r s
تفرس	t f r s
تفرغ	t f r ɣ
تفرغ	t f r ɣ
تفرقة	t f r q a
تفرون	t f r u n
تفرون	t f r u n
تفريط	t f r i tˤ
تفريغ	t f r i ɣ
تفريق	t f r i q
تفريقي	t f r i q iː
تفسير	t f s i r
تفسيري	t f s i r iː
تفصيل	t f sˤ i l
تفصيلا	t f sˤ i l aː
تفصيلات	t f sˤ i l aː t
تفصيلي	t f sˤ i l iː
تفقد	t f q d
تفكر	t f k r
تفكر	t f k r
تفكك	t f k k
تفليس	t f l i s
تفليس	t f l i s
تفوق	t f u q
تفوق	t f u q
تقارب	t q aː r b
تقارب	t q aː r b
تقارن	t q aː r n
تقارن	t q aː r n
تقاسم	t q aː s m
تقاسم	t q aː s m
تقاضى	t q aː dˤ aː
تقاعس	t q aː ʕ s
تقاعس	t q aː ʕ s
تقاوى	t q aː w aː
تقبض	t q b dˤ
تقدد	t q d d
تقدر	t q d r
تقدس	t q d s
تقدم	t q d m
تقدم	t q d m
تقدمي	t q d m iː
تقدير	t q d i r
تقديري	t q d i r iː
تقديم	t q d i m
تقرأ	t q r ʔ a
تقرح	t q r ħ
تقرر	t q r r
تقريب	t q r i b
تقريب	t q r i b
تقريبا	t q r i b aː
تقرير	t q r i r
تقزز	t q z z
تقسيط	t q s i tˤ
تقسيم	t q s i m
تقشر	t q ʃ r
تقشر	t q ʃ r
تقضب	t q dˤ b
تقضى	t q dˤ aː
تقضى	t q dˤ aː
تقلا	t q l aː
تقليد	t q l i d
تقليدي	t q l i d iː
تقليل	t q l i l
تقمص	t q m sˤ
تقني	t q n iː
تقنية	t q n i a
تقنين	t q n i n
تقوض	t q u dˤ
تقوى	t q u aː
تقوى	t q u aː
تقويم	t q u j m
تقيأ	t q i ʔ a
تقيؤ	t q i ʔ u
تقية	t q i a
تقيح	t q i ħ
تقييم	t q i j m
تكاتب	t k aː t b
تكاتب	t k aː t b
تكافر	t k aː f r
تكامل	t k aː m l
تكامل	t k aː m l
تكبر	t k b r
تكبر	t k b r
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكدس	t k d s
تكديس	t k d i s
تكرار	t k r aː r
تكريس	t k r i s
تكريم	t k r i m
تكشف	t k ʃ f
تكعيب	t k ʕ i b
تكفير	t k f i r
تكفيري	t k f i r iː
تكلس	t k l s
تكلم	t k l m
تكلم	t k l m
تكليف	t k l i f
تكميلي	t k m i l iː
تكنولوجيا	t k n u l u dʒ i aː
تكوسج	t k u s dʒ
تكويت	t k u j t
تكية	t k i a
تكييف	t k i j f
تل	t l
تلا	t l aː
تلازم	t l aː z m
تلاش	t l aː ʃ
تلاشى	t l aː ʃ aː
تلاصق	t l aː sˤ q
تلاصق	t l aː sˤ q
تلاوم	t l aː w m
تلاوم	t l aː w m
تلبرل	t l b r l
تلبرل	t l b r l
تلبيس	t l b i s
تلحين	t l ħ i n
تلصص	t l sˤ sˤ
تلعثم	t l ʕ θ m
تلغراف	t l ɣ r aː f
تلغراف	t l ɣ r aː f
تلفاز	t l f aː z
تلفاف	t l f aː f
تلفت	t l f t
تلفظ	t l f ðˤ
تلفظ	t l f ðˤ
تلفون	t l f u n
تلفون	t l f u n
تلفون	t l f u n
تلفون	t l f u n
تلفون	t l f u n
تلقاء	t l q aː ʔ
تلقى	t l q aː
تلك	t l k
تلم	t l m
تلمسان	t l m s aː n
تلمسان	t l m s aː n
تلمود	t l m u d
تلمودي	t l m u d iː
تلميح	t l m i ħ
تلميذ	t l m i ð
تلهف	t l h f
تلهى	t l h aː
تلوى	t l u aː
تلوين	t l u j n
تليس	t l i s
تليس	t l i s
تليف	t l i f
تم	t m
تمادى	t m aː d aː
تمارة	t m aː r a
تمازج	t m aː z dʒ
تماسك	t m aː s k
تماسك	t m aː s k
تماشى	t m aː ʃ aː
تمالك	t m aː l k
تماما	t m aː m aː
تمايز	t m aː j z
تمايز	t m aː j z
تمتع	t m t ʕ
تمتع	t m t ʕ
تمتم	t m t m
تمتمة	t m t m a
تمثيل	t m θ i l
تمدد	t m d d
تمدد	t m d d
تمرد	t m r d
تمرد	t m r d
تمركز	t m r k z
تمرين	t m r i n
تمرين	t m r i n
تمزق	t m z q
تمساح	t m s aː ħ
تمسيح	t m s i ħ
تمسيد	t m s i d
تمطى	t m tˤ aː
تملق	t m l q
تملق	t m l q
تململ	t m l m l
تمنى	t m n aː
تمهل	t m h l
تمهيد	t m h i d
تمور	t m u r
تمور	t m u r
تميز	t m i z
تميز	t m i z
تميس	t m i s
تميمة	t m i m a
تمييز	t m i j z
تن	t n
تناثر	t n aː θ r
تنازع	t n aː z ʕ
تنازلي	t n aː z l iː
تناسخ	t n aː s x
تناسخ	t n aː s x
تناسق	t n aː s q
تناسى	t n aː s aː
تناصر	t n aː sˤ r
تناضح	t n aː dˤ ħ
تناظر	t n aː ðˤ r
تناظر	t n aː ðˤ r
تناعس	t n aː ʕ s
تناغم	t n aː ɣ m
تناغم	t n aː ɣ m
تناقض	t n aː q dˤ
تناقض	t n aː q dˤ
تنامى	t n aː m aː
تناوب	t n aː w b
تناوب	t n aː w b
تناوم	t n aː w m
تناوم	t n aː w m
تنبل	t n b l
تنبه	t n b h
تنبه	t n b h
تنبول	t n b u l
تنبول	t n b u l
تنبيه	t n b i h
تنجرة	t n dʒ r a
تنح	t n ħ
تنحنح	t n ħ n ħ
تنحى	t n ħ aː
تندة	t n d a
تنديل	t n d i l
تنديل	t n d i l
تنديل	t n d i l
تنرفز	t n r f z
تنزانيا	t n z aː n i aː
تنزل	t n z l
تنزل	t n z l
تنزه	t n z h
تنزيه	t n z i h
تنسيق	t n s i q
تنصيب	t n sˤ i b
تنظيف	t n ðˤ i f
تنظيم	t n ðˤ i m
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفس	t n f s
تنفيذ	t n f i ð
تنفيس	t n f i s
تنقض	t n q dˤ
تنقض	t n q dˤ
تنقض	t n q dˤ
تنقية	t n q i a
تنقيح	t n q i ħ
تنمص	t n m sˤ
تنميل	t n m i l
تنهد	t n h d
تنوب	t n u b
تنور	t n u r
تنور	t n u r
تنور	t n u r
تنورة	t n u r a
تنوى	t n u aː
تنوير	t n u j r
تنين	t n i n
تنين	t n i n
تهادى	t h aː d aː
تهالك	t h aː l k
تهتلر	t h t l r
تهته	t h t h
تهج	t h dʒ
تهجى	t h dʒ aː
تهدج	t h d dʒ
تهدد	t h d d
تهدل	t h d l
تهدل	t h d l
تهديد	t h d i d
تهذيب	t h ð i b
تهكم	t h k m
تهلين	t h l i n
تهمة	t h m a
تهويدة	t h u j d a
تهيأ	t h i ʔ a
تهيج	t h i dʒ
تهيج	t h i dʒ
توأم	t u ʔ a m
تواتر	t u aː t r
تواتر	t u aː t r
توارى	t u aː r aː
توازن	t u aː z n
توازن	t u aː z n
توازى	t u aː z aː
تواص	t u aː sˤ
تواصى	t u aː sˤ aː
تواضع	t u aː dˤ ʕ
تواضع	t u aː dˤ ʕ
تواطأ	t u aː tˤ ʔ a
تواطؤ	t u aː tˤ ʔ u
توافر	t u aː f r
توافر	t u aː f r
توافق	t u aː f q
توافق	t u aː f q
تواقف	t u aː q f
تواقف	t u aː q f
توبة	t u b a
توبة	t u b a
توتيا	t u t i aː
توتياء	t u t i aː ʔ
توج	t u dʒ
توج	t u dʒ
توجه	t u dʒ h
توجه	t u dʒ h
توجو	t u dʒ uː
توجيب	t u dʒ i b
توحش	t u ħ ʃ
توحيد	t u ħ i d
تودري	t u d r iː
تودريج	t u d r i dʒ
توراة	t u r aː a
توراة	t u r aː a
تورم	t u r m
تورم	t u r m
توزيع	t u z i ʕ
توسط	t u s tˤ
توسط	t u s tˤ
توسع	t u s ʕ
توسل	t u s l
توشح	t u ʃ ħ
توصية	t u sˤ i a
توصيل	t u sˤ i l
توصيلة	t u sˤ i l a
توضأ	t u dˤ ʔ a
توضؤ	t u dˤ ʔ u
توضح	t u dˤ ħ
توضيح	t u dˤ i ħ
توظف	t u ðˤ f
توظيف	t u ðˤ i f
توعوي	t u ʕ u iː
توعية	t u ʕ i a
توغو	t u ɣ uː
توفالو	t u f aː l uː
توفى	t u f aː
توفيق	t u f i q
توقف	t u q f
توقف	t u q f
توقيف	t u q i f
توكأ	t u k ʔ a
توكيد	t u k i d
توكيلاو	t u k i l aː uː
تولية	t u l i a
تومان	t u m aː n
تونس	t u n s
تونس	t u n s
تونسي	t u n s iː
تونغا	t u n ɣ aː
توهان	t u h aː n
توهج	t u h dʒ
تويج	t u j dʒ
تيار	t i aː r
تياسر	t i aː s r
تيامن	t i aː m n
تيش	t i ʃ
تيغار	t i ɣ aː r
تيغار	t i ɣ aː r
تيقظ	t i q ðˤ
تيك	t i k
تيمم	t i m m
تيمم	t i m m
تيموثاوس	t i m u θ aː w s
تين	t i n
تينة	t i n a
تيهاء	t i h aː ʔ
ث	θ
ث	θ
ثآليل	θ ʔ aː l i l
ثؤلول	θ ʔ u l u l
ثاء	θ aː ʔ
ثائر	θ aː ʔ i r
ثاب	θ aː b
ثابت	θ aː b t
ثار	θ aː r
ثالث	θ aː l θ
ثالوث	θ aː l u θ
ثامن	θ aː m n
ثان	θ aː n
ثانوي	θ aː n u iː
ثاني	θ aː n iː
ثانية	θ aː n i a
ثاودسيوس	θ aː w d s i w s
ثبات	θ b aː t
ثبط	θ b tˤ
ثبوت	θ b u t
ثبور	θ b u r
ثخانة	θ x aː n a
ثداء	θ d aː ʔ
ثدياء	θ d i aː ʔ
ثديي	θ d i iː
ثدييات	θ d i j aː t
ثرب	θ r b
ثردة	θ r d a
ثروة	θ r u a
ثرى	θ r aː
ثريد	θ r i d
ثعبان	θ ʕ b aː n
ثعلب	θ ʕ l b
ثغرة	θ ɣ r a
ثفروق	θ f r u q
ثقافة	θ q aː f a
ثقافة	θ q aː f a
ثقافي	θ q aː f iː
ثقبة	θ q b a
ثقة	θ q a
ثقل	θ q l
ثقل	θ q l
ثقل	θ q l
ثقيل	θ q i l
ثكل	θ k l
ثلاثة	θ l aː θ a
ثلاثون	θ l aː θ u n
ثلاثي	θ l aː θ iː
ثلاثية	θ l aː θ i a
ثلاجة	θ l aː dʒ a
ثلة	θ l a
ثلج	θ l dʒ
ثلجم	θ l dʒ m
ثم	θ m
ثم	θ m
ثمالة	θ m aː l a
ثمان	θ m aː n
ثمانون	θ m aː n u n
ثمانية	θ m aː n i a
ثمر	θ m r
ثمن	θ m n
ثمن	θ m n
ثمن	θ m n
ثمن	θ m n
ثمن	θ m n
ثنايا	θ n aː j aː
ثنوية	θ n u j a
ثني	θ n iː
ثني	θ n iː
ثني	θ n iː
ثواب	θ u aː b
ثوار	θ u aː r
ثوب	θ u b
ثور	θ u r
ثوران	θ u r aː n
ثورة	θ u r a
ثوري	θ u r iː
ثوري	θ u r iː
ثوم	θ u m
ثياب	θ i aː b
ثيب	θ i b
ثيتل	θ i t l
ثيران	θ i r aː n
ثيوقراطي	θ i w q r aː tˤ iː
ج	dʒ
ج	dʒ
جأش	dʒ ʔ a ʃ
جاء	dʒ aː ʔ
جاء	dʒ aː ʔ
جائحة	dʒ aː ʔ i ħ a
جائز	dʒ aː ʔ i z
جائع	dʒ aː ʔ i ʕ
جاب	dʒ aː b
جاب	dʒ aː b
جابية	dʒ aː b i a
جاثوم	dʒ aː θ u m
جاد	dʒ aː d
جادة	dʒ aː d a
جادل	dʒ aː d l
جاذب	dʒ aː ð b
جاذبية	dʒ aː ð b i a
جار	dʒ aː r
جار	dʒ aː r
جارة	dʒ aː r a
جاري	dʒ aː r iː
جاري	dʒ aː r iː
جارية	dʒ aː r i a
جازون	dʒ aː z u n
جاسوس	dʒ aː s u s
جاع	dʒ aː ʕ
جاف	dʒ aː f
جاف	dʒ aː f
جاف	dʒ aː f
جاكيت	dʒ aː k i t
جال	dʒ aː l
جال	dʒ aː l
جالس	dʒ aː l s
جالس	dʒ aː l s
جام	dʒ aː m
جامايكا	dʒ aː m aː j k aː
جامع	dʒ aː m ʕ
جامع	dʒ aː m ʕ
جامع	dʒ aː m ʕ
جامعة	dʒ aː m ʕ a
جاموس	dʒ aː m u s
جانب	dʒ aː n b
جانرك	dʒ aː n r k
جاهر	dʒ aː h r
جاهز	dʒ aː h z
جاهل	dʒ aː h l
جاوب	dʒ aː w b
جاورجيوس	dʒ aː w r dʒ i w s
جاورس	dʒ aː w r s
جاورس	dʒ aː w r s
جاوشير	dʒ aː w ʃ i r
جبان	dʒ b aː n
جبان	dʒ b aː n
جبانات	dʒ b aː n aː t
جبة	dʒ b a
جبت	dʒ b t
جبرا	dʒ b r aː
جبرائيل	dʒ b r aː ʔ i i l
جبرائيل	dʒ b r aː ʔ i i l
جبران	dʒ b r aː n
جبروت	dʒ b r u t
جبريل	dʒ b r i l
جبريل	dʒ b r i l
جبس	dʒ b s
جبل	dʒ b l
جبل	dʒ b l
جبل	dʒ b l
جبلي	dʒ b l iː
جبلي	dʒ b l iː
جبن	dʒ b n
جبن	dʒ b n
جبناء	dʒ b n aː ʔ
جبنة	dʒ b n a
جبه	dʒ b h
جبهة	dʒ b h a
جبيز	dʒ b i z
جبيل	dʒ b i l
جثة	dʒ θ a
جثجاث	dʒ θ dʒ aː θ
جثمان	dʒ θ m aː n
جحا	dʒ ħ aː
جحر	dʒ ħ r
جحظ	dʒ ħ ðˤ
جحف	dʒ ħ f
جحفل	dʒ ħ f l
جحفل	dʒ ħ f l
جخى	dʒ x aː
جد	dʒ d
جدا	dʒ d aː
جدار	dʒ d aː r
جدة	dʒ d a
جدد	dʒ d d
جدد	dʒ d d
جدد	dʒ d d
جدر	dʒ d r
جدري	dʒ d r iː
جدري	dʒ d r iː
جدع	dʒ d ʕ
جدع	dʒ d ʕ
جدوار	dʒ d u aː r
جدول	dʒ d u l
جدوى	dʒ d u aː
جديد	dʒ d i d
جذاب	dʒ ð aː b
جذام	dʒ ð aː m
جذب	dʒ ð b
جذر	dʒ ð r
جذر	dʒ ð r
جذر	dʒ ð r
جذر	dʒ ð r
جذع	dʒ ð ʕ
جذع	dʒ ð ʕ
جذمور	dʒ ð m u r
جذوع	dʒ ð u ʕ
جرأة	dʒ r ʔ a a
جرؤ	dʒ r ʔ u
جرائم	dʒ r aː ʔ i m
جرابي	dʒ r aː b iː
جرابيات	dʒ r aː b i aː t
جراح	dʒ r aː ħ
جراحة	dʒ r aː ħ a
جراد	dʒ r aː d
جرادة	dʒ r aː d a
جرارة	dʒ r aː r a
جرافة	dʒ r aː f a
جربان	dʒ r b aː n
جربندية	dʒ r b n d i a
جربوز	dʒ r b u z
جربوع	dʒ r b u ʕ
جرثوم	dʒ r θ u m
جرجان	dʒ r dʒ aː n
جرجان	dʒ r dʒ aː n
جرجس	dʒ r dʒ s
جرجس	dʒ r dʒ s
جرجير	dʒ r dʒ i r
جردحل	dʒ r d ħ l
جردل	dʒ r d l
جرذ	dʒ r ð
جرعة	dʒ r ʕ a
جرعة	dʒ r ʕ a
جرو	dʒ r uː
جرو	dʒ r uː
جرو	dʒ r uː
جرى	dʒ r aː
جريان	dʒ r i aː n
جريب	dʒ r i b
جريب	dʒ r i b
جريد	dʒ r i d
جريدة	dʒ r i d a
جرير	dʒ r i r
جريمة	dʒ r i m a
جرينلاند	dʒ r i n l aː n d
جز	dʒ z
جز	dʒ z
جزء	dʒ z ʔ
جزئي	dʒ z ʔ i iː
جزاء	dʒ z aː ʔ
جزاء	dʒ z aː ʔ
جزائري	dʒ z aː ʔ i r iː
جزار	dʒ z aː r
جزدان	dʒ z d aː n
جزدان	dʒ z d aː n
جزري	dʒ z r iː
جزع	dʒ z ʕ
جزمازج	dʒ z m aː z dʒ
جزمازق	dʒ z m aː z q
جزمازك	dʒ z m aː z k
جزيء	dʒ z i ʔ
جزيئات	dʒ z i ʔ i aː t
جزيئي	dʒ z i ʔ i iː
جزيرة	dʒ z i r a
جزين	dʒ z i n
جزين	dʒ z i n
جسارة	dʒ s aː r a
جسامة	dʒ s aː m a
جستينيان	dʒ s t i n i aː n
جسد	dʒ s d
جسر	dʒ s r
جسري	dʒ s r iː
جسم	dʒ s m
جسم	dʒ s m
جسم	dʒ s m
جسمان	dʒ s m aː n
جسماني	dʒ s m aː n iː
جسماني	dʒ s m aː n iː
جسور	dʒ s u r
جسور	dʒ s u r
جسيم	dʒ s i m
جسيم	dʒ s i m
جشاء	dʒ ʃ aː ʔ
جص	dʒ sˤ
جص	dʒ sˤ
جعة	dʒ ʕ a
جعضيض	dʒ ʕ dˤ i dˤ
جعفر	dʒ ʕ f r
جعفيل	dʒ ʕ f i l
جعل	dʒ ʕ l
جعل	dʒ ʕ l
جغتائي	dʒ ɣ t aː ʔ i iː
جغتائية	dʒ ɣ t aː ʔ i i a
جغتائية	dʒ ɣ t aː ʔ i i a
جغتاي	dʒ ɣ t aː iː
جغرافيا	dʒ ɣ r aː f i aː
جغرافيا	dʒ ɣ r aː f i aː
جفأ	dʒ f ʔ a
جفا	dʒ f aː
جفاء	dʒ f aː ʔ
جفاف	dʒ f aː f
جفت	dʒ f t
جفت	dʒ f t
جفف	dʒ f f
جفن	dʒ f n
جفن	dʒ f n
جفنة	dʒ f n a
جلاد	dʒ l aː d
جلاهق	dʒ l aː h q
جلاهق	dʒ l aː h q
جلب	dʒ l b
جلب	dʒ l b
جلباب	dʒ l b aː b
جلجلان	dʒ l dʒ l aː n
جلجلان	dʒ l dʒ l aː n
جلد	dʒ l d
جلدي	dʒ l d iː
جلس	dʒ l s
جلنار	dʒ l n aː r
جلنجبين	dʒ l n dʒ b i n
جلنجبين	dʒ l n dʒ b i n
جلهاب	dʒ l h aː b
جلهم	dʒ l h m
جلهم	dʒ l h m
جلوة	dʒ l u a
جلوة	dʒ l u a
جلوز	dʒ l u z
جلوس	dʒ l u s
جلي	dʒ l iː
جلي	dʒ l iː
جليد	dʒ l i d
جليدي	dʒ l i d iː
جليس	dʒ l i s
جم	dʒ m
جما	dʒ m aː
جماد	dʒ m aː d
جمادى	dʒ m aː d aː
جماعة	dʒ m aː ʕ a
جمال	dʒ m aː l
جمال	dʒ m aː l
جمان	dʒ m aː n
جمانة	dʒ m aː n a
جمباز	dʒ m b aː z
جمجمة	dʒ m dʒ m a
جمدانة	dʒ m d aː n a
جمرك	dʒ m r k
جمشت	dʒ m ʃ t
جمع	dʒ m ʕ
جمع	dʒ m ʕ
جمع	dʒ m ʕ
جمعة	dʒ m ʕ a
جمعة	dʒ m ʕ a
جمعة	dʒ m ʕ a
جمعي	dʒ m ʕ iː
جمعي	dʒ m ʕ iː
جمعية	dʒ m ʕ i a
جمل	dʒ m l
جمل	dʒ m l
جملاء	dʒ m l aː ʔ
جملاء	dʒ m l aː ʔ
جملة	dʒ m l a
جمهر	dʒ m h r
جمهور	dʒ m h u r
جمهورية	dʒ m h u r i a
جميز	dʒ m i z
جميزة	dʒ m i z a
جميع	dʒ m i ʕ
جميل	dʒ m i l
جميل	dʒ m i l
جميلة	dʒ m i l a
جنائي	dʒ n aː ʔ i iː
جناب	dʒ n aː b
جناب	dʒ n aː b
جناح	dʒ n aː ħ
جناح	dʒ n aː ħ
جناحيات	dʒ n aː ħ i aː t
جنازة	dʒ n aː z a
جنازة	dʒ n aː z a
جنازة	dʒ n aː z a
جنازة	dʒ n aː z a
جنازة	dʒ n aː z a
جنازة	dʒ n aː z a
جنب	dʒ n b
جنب	dʒ n b
جنب	dʒ n b
جنب	dʒ n b
جنب	dʒ n b
جنب	dʒ n b
جنة	dʒ n a
جنتورية	dʒ n t u r i a
جنح	dʒ n ħ
جندب	dʒ n d b
جندبادستر	dʒ n d b aː d s t r
جندي	dʒ n d iː
جندية	dʒ n d i a
جنس	dʒ n s
جنس	dʒ n s
جنس	dʒ n s
جنسي	dʒ n s iː
جنسي	dʒ n s iː
جنسية	dʒ n s i a
جنطيانا	dʒ n tˤ i aː n aː
جنطيانا	dʒ n tˤ i aː n aː
جنطيانا	dʒ n tˤ i aː n aː
جنك	dʒ n k
جنك	dʒ n k
جنوب	dʒ n u b
جنوب	dʒ n u b
جنوب	dʒ n u b
جنى	dʒ n aː
جني	dʒ n iː
جني	dʒ n iː
جنيف	dʒ n i f
جنيف	dʒ n i f
جنيف	dʒ n i f
جنين	dʒ n i n
جنينة	dʒ n i n a
جنيه	dʒ n i h
جنيه	dʒ n i h
جهاد	dʒ h aː d
جهاد	dʒ h aː d
جهادي	dʒ h aː d iː
جهة	dʒ h a
جهد	dʒ h d
جهد	dʒ h d
جهد	dʒ h d
جهر	dʒ h r
جهر	dʒ h r
جهنم	dʒ h n m
جهنمي	dʒ h n m iː
جهير	dʒ h i r
جو	dʒ uː
جو	dʒ uː
جواب	dʒ u aː b
جوابا	dʒ u aː b aː
جواد	dʒ u aː d
جوارش	dʒ u aː r ʃ
جواز	dʒ u aː z
جواز	dʒ u aː z
جوافة	dʒ u aː f a
جوافة	dʒ u aː f a
جواهري	dʒ u aː h r iː
جوت	dʒ u t
جود	dʒ u d
جودة	dʒ u d a
جودت	dʒ u d t
جودر	dʒ u d r
جوذاب	dʒ u ð aː b
جوذر	dʒ u ð r
جور	dʒ u r
جورب	dʒ u r b
جورجي	dʒ u r dʒ iː
جورجيا	dʒ u r dʒ i aː
جورجيا	dʒ u r dʒ i aː
جورجيا	dʒ u r dʒ i aː
جوز	dʒ u z
جوزل	dʒ u z l
جوزينج	dʒ u z i n dʒ
جوزينق	dʒ u z i n q
جوع	dʒ u ʕ
جوعان	dʒ u ʕ aː n
جولان	dʒ u l aː n
جولة	dʒ u l a
جولق	dʒ u l q
جونفوري	dʒ u n f u r iː
جوهر	dʒ u h r
جوهري	dʒ u h r iː
جوهريا	dʒ u h r i aː
جوي	dʒ u iː
جيء	dʒ i ʔ
جيء	dʒ i ʔ
جيب	dʒ i b
جيد	dʒ i d
جيد	dʒ i d
جيش	dʒ i ʃ
جيفة	dʒ i f a
جيل	dʒ i l
جيم	dʒ i m
جين	dʒ i n
جينز	dʒ i n z
ح	ħ
ح	ħ
حؤول	ħ ʔ u u l
حاء	ħ aː ʔ
حائر	ħ aː ʔ i r
حائض	ħ aː ʔ i dˤ
حائط	ħ aː ʔ i tˤ
حائل	ħ aː ʔ i l
حاجة	ħ aː dʒ a
حاجز	ħ aː dʒ z
حاجيات	ħ aː dʒ i aː t
حاد	ħ aː d
حادث	ħ aː d θ
حادث	ħ aː d θ
حادثة	ħ aː d θ a
حاذق	ħ aː ð q
حار	ħ aː r
حارس	ħ aː r s
حارود	ħ aː r u d
حاز	ħ aː z
حازوقة	ħ aː z u q a
حاسبة	ħ aː s b a
حاسد	ħ aː s d
حاسم	ħ aː s m
حاسوب	ħ aː s u b
حاشا	ħ aː ʃ aː
